Gender,Quintile,Residence,Total_Quintile,Total_Gender,Total_Residence,Countries_and_areas
Male,Fourth_Wealth_quintile,Rural_Residence,31,44,51,Mauritania
Female,Fourth_Wealth_quintile,Urban_Residence,31,40,29,Mauritania
Female,Fourth_Wealth_quintile,Rural_Residence,31,40,51,Mauritania
Male,Richest_Wealth_quintile,Urban_Residence,17,44,29,Mauritania
Male,Richest_Wealth_quintile,Rural_Residence,17,44,51,Mauritania
Female,Richest_Wealth_quintile,Urban_Residence,17,40,29,Mauritania
Female,Richest_Wealth_quintile,Rural_Residence,17,40,51,Mauritania
Male,Poorest_Wealth_quintile,Urban_Residence,3,5,4,Mongolia
Male,Poorest_Wealth_quintile,Rural_Residence,3,5,3,Mongolia
Female,Poorest_Wealth_quintile,Urban_Residence,3,3,4,Mongolia
Female,Poorest_Wealth_quintile,Rural_Residence,3,3,3,Mongolia
Male,Second_Wealth_quintile,Urban_Residence,4,5,4,Mongolia
Male,Second_Wealth_quintile,Rural_Residence,4,5,3,Mongolia
Female,Second_Wealth_quintile,Urban_Residence,4,3,4,Mongolia
Female,Second_Wealth_quintile,Rural_Residence,4,3,3,Mongolia
Male,Middle_Wealth_quintile,Urban_Residence,4,5,4,Mongolia
Male,Middle_Wealth_quintile,Rural_Residence,4,5,3,Mongolia
Female,Middle_Wealth_quintile,Urban_Residence,4,3,4,Mongolia
Female,Middle_Wealth_quintile,Rural_Residence,4,3,3,Mongolia
Male,Fourth_Wealth_quintile,Urban_Residence,4,5,4,Mongolia
Male,Fourth_Wealth_quintile,Rural_Residence,4,5,3,Mongolia
Female,Fourth_Wealth_quintile,Urban_Residence,4,3,4,Mongolia
Female,Fourth_Wealth_quintile,Rural_Residence,4,3,3,Mongolia
Male,Richest_Wealth_quintile,Urban_Residence,3,5,4,Mongolia
Male,Richest_Wealth_quintile,Rural_Residence,3,5,3,Mongolia
Female,Richest_Wealth_quintile,Urban_Residence,3,3,4,Mongolia
Female,Richest_Wealth_quintile,Rural_Residence,3,3,3,Mongolia
Male,Poorest_Wealth_quintile,Urban_Residence,8,4,4,Montenegro
Male,Poorest_Wealth_quintile,Rural_Residence,8,4,3,Montenegro
Female,Poorest_Wealth_quintile,Urban_Residence,8,3,4,Montenegro
Female,Poorest_Wealth_quintile,Rural_Residence,8,3,3,Montenegro
Male,Second_Wealth_quintile,Urban_Residence,2,4,4,Montenegro
Male,Second_Wealth_quintile,Rural_Residence,2,4,3,Montenegro
Female,Second_Wealth_quintile,Urban_Residence,2,3,4,Montenegro
Female,Second_Wealth_quintile,Rural_Residence,2,3,3,Montenegro
Male,Middle_Wealth_quintile,Urban_Residence,2,4,4,Montenegro
Male,Middle_Wealth_quintile,Rural_Residence,2,4,3,Montenegro
Female,Middle_Wealth_quintile,Urban_Residence,2,3,4,Montenegro
Female,Middle_Wealth_quintile,Rural_Residence,2,3,3,Montenegro
Male,Fourth_Wealth_quintile,Urban_Residence,3,4,4,Montenegro
Male,Fourth_Wealth_quintile,Rural_Residence,3,4,3,Montenegro
Female,Fourth_Wealth_quintile,Urban_Residence,3,3,4,Montenegro
Female,Fourth_Wealth_quintile,Rural_Residence,3,3,3,Montenegro
Male,Richest_Wealth_quintile,Urban_Residence,1,4,4,Montenegro
Male,Richest_Wealth_quintile,Rural_Residence,1,4,3,Montenegro
Female,Richest_Wealth_quintile,Urban_Residence,1,3,4,Montenegro
Female,Richest_Wealth_quintile,Rural_Residence,1,3,3,Montenegro
Male,Poorest_Wealth_quintile,Urban_Residence,36,23,12,Mozambique
Male,Poorest_Wealth_quintile,Rural_Residence,36,23,27,Mozambique
Female,Poorest_Wealth_quintile,Urban_Residence,36,23,12,Mozambique
Female,Poorest_Wealth_quintile,Rural_Residence,36,23,27,Mozambique
Male,Second_Wealth_quintile,Urban_Residence,32,23,12,Mozambique
Male,Second_Wealth_quintile,Rural_Residence,32,23,27,Mozambique
Female,Second_Wealth_quintile,Urban_Residence,32,23,12,Mozambique
Female,Second_Wealth_quintile,Rural_Residence,32,23,27,Mozambique
Male,Middle_Wealth_quintile,Urban_Residence,25,23,12,Mozambique
Male,Middle_Wealth_quintile,Rural_Residence,25,23,27,Mozambique
Female,Middle_Wealth_quintile,Urban_Residence,25,23,12,Mozambique
Female,Middle_Wealth_quintile,Rural_Residence,25,23,27,Mozambique
Male,Fourth_Wealth_quintile,Urban_Residence,16,23,12,Mozambique
Male,Fourth_Wealth_quintile,Rural_Residence,16,23,27,Mozambique
Female,Fourth_Wealth_quintile,Urban_Residence,16,23,12,Mozambique
Female,Fourth_Wealth_quintile,Rural_Residence,16,23,27,Mozambique
Male,Richest_Wealth_quintile,Urban_Residence,5,23,12,Mozambique
Male,Richest_Wealth_quintile,Rural_Residence,5,23,27,Mozambique
Female,Richest_Wealth_quintile,Urban_Residence,5,23,12,Mozambique
Female,Richest_Wealth_quintile,Rural_Residence,5,23,27,Mozambique
Male,Poorest_Wealth_quintile,Urban_Residence,14,5,3,Myanmar
Male,Poorest_Wealth_quintile,Rural_Residence,14,5,7,Myanmar
Female,Poorest_Wealth_quintile,Urban_Residence,14,7,3,Myanmar
Female,Poorest_Wealth_quintile,Rural_Residence,14,7,7,Myanmar
Male,Second_Wealth_quintile,Urban_Residence,5,5,3,Myanmar
Male,Second_Wealth_quintile,Rural_Residence,5,5,7,Myanmar
Female,Second_Wealth_quintile,Urban_Residence,5,7,3,Myanmar
Female,Second_Wealth_quintile,Rural_Residence,5,7,7,Myanmar
Male,Middle_Wealth_quintile,Urban_Residence,3,5,3,Myanmar
Male,Middle_Wealth_quintile,Rural_Residence,3,5,7,Myanmar
Female,Middle_Wealth_quintile,Urban_Residence,3,7,3,Myanmar
Female,Middle_Wealth_quintile,Rural_Residence,3,7,7,Myanmar
Male,Fourth_Wealth_quintile,Urban_Residence,3,5,3,Myanmar
Male,Fourth_Wealth_quintile,Rural_Residence,3,5,7,Myanmar
Female,Fourth_Wealth_quintile,Urban_Residence,3,7,3,Myanmar
Female,Fourth_Wealth_quintile,Rural_Residence,3,7,7,Myanmar
Male,Richest_Wealth_quintile,Urban_Residence,2,5,3,Myanmar
Male,Richest_Wealth_quintile,Rural_Residence,2,5,7,Myanmar
Female,Richest_Wealth_quintile,Urban_Residence,2,7,3,Myanmar
Female,Richest_Wealth_quintile,Rural_Residence,2,7,7,Myanmar
Male,Poorest_Wealth_quintile,Urban_Residence,8,5,2,Namibia
Male,Poorest_Wealth_quintile,Rural_Residence,8,5,6,Namibia
Female,Poorest_Wealth_quintile,Urban_Residence,8,4,2,Namibia
Female,Poorest_Wealth_quintile,Rural_Residence,8,4,6,Namibia
Male,Second_Wealth_quintile,Urban_Residence,5,5,2,Namibia
Male,Second_Wealth_quintile,Rural_Residence,5,5,6,Namibia
Female,Second_Wealth_quintile,Urban_Residence,5,4,2,Namibia
Female,Second_Wealth_quintile,Rural_Residence,5,4,6,Namibia
Male,Middle_Wealth_quintile,Urban_Residence,4,5,2,Namibia
Male,Middle_Wealth_quintile,Rural_Residence,4,5,6,Namibia
Female,Middle_Wealth_quintile,Urban_Residence,4,4,2,Namibia
Female,Middle_Wealth_quintile,Rural_Residence,4,4,6,Namibia
Male,Fourth_Wealth_quintile,Urban_Residence,2,5,2,Namibia
Male,Fourth_Wealth_quintile,Rural_Residence,2,5,6,Namibia
Female,Fourth_Wealth_quintile,Urban_Residence,2,4,2,Namibia
Female,Fourth_Wealth_quintile,Rural_Residence,2,4,6,Namibia
Male,Richest_Wealth_quintile,Urban_Residence,1,5,2,Namibia
Male,Richest_Wealth_quintile,Rural_Residence,1,5,6,Namibia
Female,Richest_Wealth_quintile,Urban_Residence,1,4,2,Namibia
Female,Richest_Wealth_quintile,Rural_Residence,1,4,6,Namibia
Male,Poorest_Wealth_quintile,Urban_Residence,6,5,5,Nepal
Male,Poorest_Wealth_quintile,Rural_Residence,6,5,6,Nepal
Female,Poorest_Wealth_quintile,Urban_Residence,6,7,5,Nepal
Female,Poorest_Wealth_quintile,Rural_Residence,6,7,6,Nepal
Male,Second_Wealth_quintile,Urban_Residence,6,5,5,Nepal
Male,Second_Wealth_quintile,Rural_Residence,6,5,6,Nepal
Female,Second_Wealth_quintile,Urban_Residence,6,7,5,Nepal
Female,Second_Wealth_quintile,Rural_Residence,6,7,6,Nepal
Male,Middle_Wealth_quintile,Urban_Residence,8,5,5,Nepal
Male,Middle_Wealth_quintile,Rural_Residence,8,5,6,Nepal
Female,Middle_Wealth_quintile,Urban_Residence,8,7,5,Nepal
Female,Middle_Wealth_quintile,Rural_Residence,8,7,6,Nepal
Male,Fourth_Wealth_quintile,Urban_Residence,5,5,5,Nepal
Male,Fourth_Wealth_quintile,Rural_Residence,5,5,6,Nepal
Female,Fourth_Wealth_quintile,Urban_Residence,5,7,5,Nepal
Female,Fourth_Wealth_quintile,Rural_Residence,5,7,6,Nepal
Male,Richest_Wealth_quintile,Urban_Residence,1,5,5,Nepal
Male,Richest_Wealth_quintile,Rural_Residence,1,5,6,Nepal
Female,Richest_Wealth_quintile,Urban_Residence,1,7,5,Nepal
Female,Richest_Wealth_quintile,Rural_Residence,1,7,6,Nepal
Male,Poorest_Wealth_quintile,Urban_Residence,65,45,17,Niger
Male,Poorest_Wealth_quintile,Rural_Residence,65,45,55,Niger
Female,Poorest_Wealth_quintile,Urban_Residence,65,54,17,Niger
Female,Poorest_Wealth_quintile,Rural_Residence,65,54,55,Niger
Male,Second_Wealth_quintile,Urban_Residence,60,45,17,Niger
Male,Second_Wealth_quintile,Rural_Residence,60,45,55,Niger
Female,Second_Wealth_quintile,Urban_Residence,60,54,17,Niger
Female,Second_Wealth_quintile,Rural_Residence,60,54,55,Niger
Male,Middle_Wealth_quintile,Urban_Residence,55,45,17,Niger
Male,Middle_Wealth_quintile,Rural_Residence,55,45,55,Niger
Female,Middle_Wealth_quintile,Urban_Residence,55,54,17,Niger
Female,Middle_Wealth_quintile,Rural_Residence,55,54,55,Niger
Male,Fourth_Wealth_quintile,Urban_Residence,43,45,17,Niger
Male,Fourth_Wealth_quintile,Rural_Residence,43,45,55,Niger
Female,Fourth_Wealth_quintile,Urban_Residence,43,54,17,Niger
Female,Fourth_Wealth_quintile,Rural_Residence,43,54,55,Niger
Male,Richest_Wealth_quintile,Urban_Residence,18,45,17,Niger
Male,Richest_Wealth_quintile,Rural_Residence,18,45,55,Niger
Female,Richest_Wealth_quintile,Urban_Residence,18,54,17,Niger
Female,Richest_Wealth_quintile,Rural_Residence,18,54,55,Niger
Male,Poorest_Wealth_quintile,Urban_Residence,64,27,11,Nigeria
Male,Poorest_Wealth_quintile,Rural_Residence,64,27,39,Nigeria
Female,Poorest_Wealth_quintile,Urban_Residence,64,29,11,Nigeria
Female,Poorest_Wealth_quintile,Rural_Residence,64,29,39,Nigeria
Male,Second_Wealth_quintile,Urban_Residence,36,27,11,Nigeria
Male,Second_Wealth_quintile,Rural_Residence,36,27,39,Nigeria
Female,Second_Wealth_quintile,Urban_Residence,36,29,11,Nigeria
Female,Second_Wealth_quintile,Rural_Residence,36,29,39,Nigeria
Male,Middle_Wealth_quintile,Urban_Residence,17,27,11,Nigeria
Male,Middle_Wealth_quintile,Rural_Residence,17,27,39,Nigeria
Female,Middle_Wealth_quintile,Urban_Residence,17,29,11,Nigeria
Female,Middle_Wealth_quintile,Rural_Residence,17,29,39,Nigeria
Male,Fourth_Wealth_quintile,Urban_Residence,6,27,11,Nigeria
Male,Fourth_Wealth_quintile,Rural_Residence,6,27,39,Nigeria
Female,Fourth_Wealth_quintile,Urban_Residence,6,29,11,Nigeria
Female,Fourth_Wealth_quintile,Rural_Residence,6,29,39,Nigeria
Male,Richest_Wealth_quintile,Urban_Residence,3,27,11,Nigeria
Male,Richest_Wealth_quintile,Rural_Residence,3,27,39,Nigeria
Female,Richest_Wealth_quintile,Urban_Residence,3,29,11,Nigeria
Female,Richest_Wealth_quintile,Rural_Residence,3,29,39,Nigeria
Male,Poorest_Wealth_quintile,Urban_Residence,3,2,2,North Macedonia
Male,Poorest_Wealth_quintile,Rural_Residence,3,2,1,North Macedonia
Female,Poorest_Wealth_quintile,Urban_Residence,3,1,2,North Macedonia
Female,Poorest_Wealth_quintile,Rural_Residence,3,1,1,North Macedonia
Male,Second_Wealth_quintile,Urban_Residence,3,2,2,North Macedonia
Male,Second_Wealth_quintile,Rural_Residence,3,2,1,North Macedonia
Female,Second_Wealth_quintile,Urban_Residence,3,1,2,North Macedonia
Female,Second_Wealth_quintile,Rural_Residence,3,1,1,North Macedonia
Male,Middle_Wealth_quintile,Urban_Residence,1,2,2,North Macedonia
Male,Middle_Wealth_quintile,Rural_Residence,1,2,1,North Macedonia
Female,Middle_Wealth_quintile,Urban_Residence,1,1,2,North Macedonia
Female,Middle_Wealth_quintile,Rural_Residence,1,1,1,North Macedonia
Male,Fourth_Wealth_quintile,Urban_Residence,1,2,2,North Macedonia
Male,Fourth_Wealth_quintile,Rural_Residence,1,2,1,North Macedonia
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,2,North Macedonia
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,1,North Macedonia
Male,Richest_Wealth_quintile,Urban_Residence,0,2,2,North Macedonia
Male,Richest_Wealth_quintile,Rural_Residence,0,2,1,North Macedonia
Female,Richest_Wealth_quintile,Urban_Residence,0,1,2,North Macedonia
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,North Macedonia
Male,Poorest_Wealth_quintile,Urban_Residence,50,19,12,Pakistan
Male,Poorest_Wealth_quintile,Rural_Residence,50,19,28,Pakistan
Female,Poorest_Wealth_quintile,Urban_Residence,50,27,12,Pakistan
Female,Poorest_Wealth_quintile,Rural_Residence,50,27,28,Pakistan
Male,Second_Wealth_quintile,Urban_Residence,24,19,12,Pakistan
Male,Second_Wealth_quintile,Rural_Residence,24,19,28,Pakistan
Female,Second_Wealth_quintile,Urban_Residence,24,27,12,Pakistan
Female,Second_Wealth_quintile,Rural_Residence,24,27,28,Pakistan
Male,Middle_Wealth_quintile,Urban_Residence,14,19,12,Pakistan
Male,Middle_Wealth_quintile,Rural_Residence,14,19,28,Pakistan
Female,Middle_Wealth_quintile,Urban_Residence,14,27,12,Pakistan
Female,Middle_Wealth_quintile,Rural_Residence,14,27,28,Pakistan
Male,Fourth_Wealth_quintile,Urban_Residence,8,19,12,Pakistan
Male,Fourth_Wealth_quintile,Rural_Residence,8,19,28,Pakistan
Female,Fourth_Wealth_quintile,Urban_Residence,8,27,12,Pakistan
Female,Fourth_Wealth_quintile,Rural_Residence,8,27,28,Pakistan
Male,Richest_Wealth_quintile,Urban_Residence,4,19,12,Pakistan
Male,Richest_Wealth_quintile,Rural_Residence,4,19,28,Pakistan
Female,Richest_Wealth_quintile,Urban_Residence,4,27,12,Pakistan
Female,Richest_Wealth_quintile,Rural_Residence,4,27,28,Pakistan
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Panama
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Panama
Female,Poorest_Wealth_quintile,Urban_Residence,2,1,1,Panama
Female,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Panama
Male,Second_Wealth_quintile,Urban_Residence,2,1,1,Panama
Male,Second_Wealth_quintile,Rural_Residence,2,1,1,Panama
Female,Second_Wealth_quintile,Urban_Residence,2,1,1,Panama
Female,Second_Wealth_quintile,Rural_Residence,2,1,1,Panama
Male,Middle_Wealth_quintile,Urban_Residence,0,1,1,Panama
Male,Middle_Wealth_quintile,Rural_Residence,0,1,1,Panama
Female,Middle_Wealth_quintile,Urban_Residence,0,1,1,Panama
Female,Middle_Wealth_quintile,Rural_Residence,0,1,1,Panama
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Panama
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Panama
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,1,Panama
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Panama
Male,Richest_Wealth_quintile,Urban_Residence,0,1,1,Panama
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Panama
Female,Richest_Wealth_quintile,Urban_Residence,0,1,1,Panama
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,Panama
Male,Poorest_Wealth_quintile,Urban_Residence,2,1,0,Paraguay
Male,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Paraguay
Female,Poorest_Wealth_quintile,Urban_Residence,2,1,0,Paraguay
Female,Poorest_Wealth_quintile,Rural_Residence,2,1,1,Paraguay
Male,Second_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Male,Second_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Female,Second_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Female,Second_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Male,Middle_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Male,Middle_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Female,Middle_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Female,Middle_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Male,Fourth_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Male,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Male,Richest_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Male,Richest_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Female,Richest_Wealth_quintile,Urban_Residence,0,1,0,Paraguay
Female,Richest_Wealth_quintile,Rural_Residence,0,1,1,Paraguay
Male,Poorest_Wealth_quintile,Urban_Residence,3,3,3,Peru
Male,Poorest_Wealth_quintile,Rural_Residence,3,3,2,Peru
Female,Poorest_Wealth_quintile,Urban_Residence,3,2,3,Peru
Female,Poorest_Wealth_quintile,Rural_Residence,3,2,2,Peru
Male,Second_Wealth_quintile,Urban_Residence,3,3,3,Peru
Male,Second_Wealth_quintile,Rural_Residence,3,3,2,Peru
Female,Second_Wealth_quintile,Urban_Residence,3,2,3,Peru
Female,Second_Wealth_quintile,Rural_Residence,3,2,2,Peru
Male,Middle_Wealth_quintile,Urban_Residence,2,3,3,Peru
Male,Middle_Wealth_quintile,Rural_Residence,2,3,2,Peru
Female,Middle_Wealth_quintile,Urban_Residence,2,2,3,Peru
Female,Middle_Wealth_quintile,Rural_Residence,2,2,2,Peru
Male,Fourth_Wealth_quintile,Urban_Residence,2,3,3,Peru
Male,Fourth_Wealth_quintile,Rural_Residence,2,3,2,Peru
Female,Fourth_Wealth_quintile,Urban_Residence,2,2,3,Peru
Female,Fourth_Wealth_quintile,Rural_Residence,2,2,2,Peru
Male,Richest_Wealth_quintile,Urban_Residence,2,3,3,Peru
Male,Richest_Wealth_quintile,Rural_Residence,2,3,2,Peru
Female,Richest_Wealth_quintile,Urban_Residence,2,2,3,Peru
Female,Richest_Wealth_quintile,Rural_Residence,2,2,2,Peru
Male,Poorest_Wealth_quintile,Urban_Residence,4,3,2,Philippines
Male,Poorest_Wealth_quintile,Rural_Residence,4,3,2,Philippines
Female,Poorest_Wealth_quintile,Urban_Residence,4,2,2,Philippines
Female,Poorest_Wealth_quintile,Rural_Residence,4,2,2,Philippines
Male,Second_Wealth_quintile,Urban_Residence,2,3,2,Philippines
Male,Second_Wealth_quintile,Rural_Residence,2,3,2,Philippines
Female,Second_Wealth_quintile,Urban_Residence,2,2,2,Philippines
Female,Second_Wealth_quintile,Rural_Residence,2,2,2,Philippines
Male,Middle_Wealth_quintile,Urban_Residence,2,3,2,Philippines
Male,Middle_Wealth_quintile,Rural_Residence,2,3,2,Philippines
Female,Middle_Wealth_quintile,Urban_Residence,2,2,2,Philippines
Female,Middle_Wealth_quintile,Rural_Residence,2,2,2,Philippines
Male,Fourth_Wealth_quintile,Urban_Residence,1,3,2,Philippines
Male,Fourth_Wealth_quintile,Rural_Residence,1,3,2,Philippines
Female,Fourth_Wealth_quintile,Urban_Residence,1,2,2,Philippines
Female,Fourth_Wealth_quintile,Rural_Residence,1,2,2,Philippines
Male,Richest_Wealth_quintile,Urban_Residence,1,3,2,Philippines
Male,Richest_Wealth_quintile,Rural_Residence,1,3,2,Philippines
Female,Richest_Wealth_quintile,Urban_Residence,1,2,2,Philippines
Female,Richest_Wealth_quintile,Rural_Residence,1,2,2,Philippines
Male,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Male,Poorest_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Male,Second_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Male,Second_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Female,Second_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Female,Second_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Male,Middle_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Male,Middle_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Female,Middle_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Female,Middle_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Male,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Male,Fourth_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Female,Fourth_Wealth_quintile,Urban_Residence,1,1,1,Republic of Moldova
Female,Fourth_Wealth_quintile,Rural_Residence,1,1,0,Republic of Moldova
Male,Richest_Wealth_quintile,Urban_Residence,0,1,1,Republic of Moldova
Male,Richest_Wealth_quintile,Rural_Residence,0,1,0,Republic of Moldova
Female,Richest_Wealth_quintile,Urban_Residence,0,1,1,Republic of Moldova
Female,Richest_Wealth_quintile,Rural_Residence,0,1,0,Republic of Moldova
Male,Poorest_Wealth_quintile,Urban_Residence,12,7,4,Rwanda
Male,Poorest_Wealth_quintile,Rural_Residence,12,7,6,Rwanda
Female,Poorest_Wealth_quintile,Urban_Residence,12,4,4,Rwanda
Female,Poorest_Wealth_quintile,Rural_Residence,12,4,6,Rwanda
Male,Second_Wealth_quintile,Urban_Residence,6,7,4,Rwanda
Male,Second_Wealth_quintile,Rural_Residence,6,7,6,Rwanda
Female,Second_Wealth_quintile,Urban_Residence,6,4,4,Rwanda
Female,Second_Wealth_quintile,Rural_Residence,6,4,6,Rwanda
Male,Middle_Wealth_quintile,Urban_Residence,4,7,4,Rwanda
Male,Middle_Wealth_quintile,Rural_Residence,4,7,6,Rwanda
Female,Middle_Wealth_quintile,Urban_Residence,4,4,4,Rwanda
Female,Middle_Wealth_quintile,Rural_Residence,4,4,6,Rwanda
Male,Fourth_Wealth_quintile,Urban_Residence,3,7,4,Rwanda
Male,Fourth_Wealth_quintile,Rural_Residence,3,7,6,Rwanda
Female,Fourth_Wealth_quintile,Urban_Residence,3,4,4,Rwanda
Female,Fourth_Wealth_quintile,Rural_Residence,3,4,6,Rwanda
Male,Richest_Wealth_quintile,Urban_Residence,3,7,4,Rwanda
Male,Richest_Wealth_quintile,Rural_Residence,3,7,6,Rwanda
Female,Richest_Wealth_quintile,Urban_Residence,3,4,4,Rwanda
Female,Richest_Wealth_quintile,Rural_Residence,3,4,6,Rwanda
Male,Poorest_Wealth_quintile,Urban_Residence,1,0,0,Saint Lucia
Male,Poorest_Wealth_quintile,Rural_Residence,1,0,0,Saint Lucia
Female,Poorest_Wealth_quintile,Urban_Residence,1,1,0,Saint Lucia
Female,Poorest_Wealth_quintile,Rural_Residence,1,1,0,Saint Lucia
Male,Second_Wealth_quintile,Urban_Residence,0,0,0,Saint Lucia
Male,Second_Wealth_quintile,Rural_Residence,0,0,0,Saint Lucia
Female,Second_Wealth_quintile,Urban_Residence,0,1,0,Saint Lucia
Female,Second_Wealth_quintile,Rural_Residence,0,1,0,Saint Lucia
Male,Middle_Wealth_quintile,Urban_Residence,0,0,0,Saint Lucia
Male,Middle_Wealth_quintile,Rural_Residence,0,0,0,Saint Lucia
Female,Middle_Wealth_quintile,Urban_Residence,0,1,0,Saint Lucia
Female,Middle_Wealth_quintile,Rural_Residence,0,1,0,Saint Lucia
Male,Fourth_Wealth_quintile,Urban_Residence,0,0,0,Saint Lucia
Male,Fourth_Wealth_quintile,Rural_Residence,0,0,0,Saint Lucia
Female,Fourth_Wealth_quintile,Urban_Residence,0,1,0,Saint Lucia
Female,Fourth_Wealth_quintile,Rural_Residence,0,1,0,Saint Lucia
Male,Richest_Wealth_quintile,Urban_Residence,0,0,0,Saint Lucia
Male,Richest_Wealth_quintile,Rural_Residence,0,0,0,Saint Lucia
Female,Richest_Wealth_quintile,Urban_Residence,0,1,0,Saint Lucia
Female,Richest_Wealth_quintile,Rural_Residence,0,1,0,Saint Lucia
Male,Poorest_Wealth_quintile,Urban_Residence,5,4,3,Sao Tome and Principe
Male,Poorest_Wealth_quintile,Rural_Residence,5,4,4,Sao Tome and Principe
Female,Poorest_Wealth_quintile,Urban_Residence,5,3,3,Sao Tome and Principe
Female,Poorest_Wealth_quintile,Rural_Residence,5,3,4,Sao Tome and Principe
Male,Second_Wealth_quintile,Urban_Residence,5,4,3,Sao Tome and Principe
Male,Second_Wealth_quintile,Rural_Residence,5,4,4,Sao Tome and Principe
Female,Second_Wealth_quintile,Urban_Residence,5,3,3,Sao Tome and Principe
Female,Second_Wealth_quintile,Rural_Residence,5,3,4,Sao Tome and Principe
Male,Middle_Wealth_quintile,Urban_Residence,3,4,3,Sao Tome and Principe
Male,Middle_Wealth_quintile,Rural_Residence,3,4,4,Sao Tome and Principe
Female,Middle_Wealth_quintile,Urban_Residence,3,3,3,Sao Tome and Principe
Female,Middle_Wealth_quintile,Rural_Residence,3,3,4,Sao Tome and Principe
Male,Fourth_Wealth_quintile,Urban_Residence,3,4,3,Sao Tome and Principe
Male,Fourth_Wealth_quintile,Rural_Residence,3,4,4,Sao Tome and Principe
Female,Fourth_Wealth_quintile,Urban_Residence,3,3,3,Sao Tome and Principe
Female,Fourth_Wealth_quintile,Rural_Residence,3,3,4,Sao Tome and Principe
Male,Richest_Wealth_quintile,Urban_Residence,1,4,3,Sao Tome and Principe
Male,Richest_Wealth_quintile,Rural_Residence,1,4,4,Sao Tome and Principe
Female,Richest_Wealth_quintile,Urban_Residence,1,3,3,Sao Tome and Principe
Female,Richest_Wealth_quintile,Rural_Residence,1,3,4,Sao Tome and Principe
Male,Poorest_Wealth_quintile,Urban_Residence,56,40,20,Senegal
Male,Poorest_Wealth_quintile,Rural_Residence,56,40,51,Senegal
Female,Poorest_Wealth_quintile,Urban_Residence,56,38,20,Senegal
Female,Poorest_Wealth_quintile,Rural_Residence,56,38,51,Senegal
Male,Second_Wealth_quintile,Urban_Residence,47,40,20,Senegal
Male,Second_Wealth_quintile,Rural_Residence,47,40,51,Senegal
Female,Second_Wealth_quintile,Urban_Residence,47,38,20,Senegal
Female,Second_Wealth_quintile,Rural_Residence,47,38,51,Senegal
Male,Middle_Wealth_quintile,Urban_Residence,37,40,20,Senegal
Male,Middle_Wealth_quintile,Rural_Residence,37,40,51,Senegal
Female,Middle_Wealth_quintile,Urban_Residence,37,38,20,Senegal
Female,Middle_Wealth_quintile,Rural_Residence,37,38,51,Senegal
Male,Fourth_Wealth_quintile,Urban_Residence,31,40,20,Senegal
Male,Fourth_Wealth_quintile,Rural_Residence,31,40,51,Senegal
Female,Fourth_Wealth_quintile,Urban_Residence,31,38,20,Senegal
Female,Fourth_Wealth_quintile,Rural_Residence,31,38,51,Senegal
Male,Richest_Wealth_quintile,Urban_Residence,14,40,20,Senegal
